Author,Born-Died,TITLE,time,TECHNIQUE,LOCATION,LATITUDE,LONGITUDE,DESC,PRECISION,URL,FORM,TYPE,SCHOOL,TIMELINE,Genre,ID
VALENCIENNES Pierre-Henri de,(b. 1750 Toulouse d. 1819 Paris),Storm by a Lake,1780,Oil on paper on canvas 40 x 52 cm,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/v/valencie/storm.jpg,painting,landscape,French,1751-1800,Neoclassicism,/v/valencie/storm
VALENCIENNES Pierre-Henri de,(b. 1750 Toulouse d. 1819 Paris),View of the Convent of Ara Coeli with Pines,Y1780,Oil on paper mounted on board 17 x 26 cm,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/v/valencie/aracoeli.jpg,painting,landscape,French,1751-1800,Neoclassicism,/v/valencie/aracoeli
DAVID Jacques-Louis,(b. 1748 Paris d. 1825 Bruxelles),Patroclus,1780,Oil on canvas 122 x 170 cm,Muse Thomas Henry Cherbourg,49.6404686,-1.61608,Cherbourg Manche France,city/town,http://www.wga.hu/art/d/david_j/1/107david.jpg,painting,other,French,1801-1850,Neoclassicism,/d/david_j/1/107david
FUSELI John Henry,(b. 1741 Zurich d. 1825 London),The Nightmare,Y1780,Oil on canvas 77 x 64 cm,Goethe-Museum Frankfurt,50.1120796,8.6834097,Frankfurt HE Germany,city/town,http://www.wga.hu/art/f/fuseli/05nighto.jpg,painting,mythological,Swiss,1751-1800,Romanticism,/f/fuseli/05nighto
FUSELI John Henry,(b. 1741 Zurich d. 1825 London),The Nightmare (detail),Y1780,Oil on canvas,Goethe-Museum Frankfurt,50.1120796,8.6834097,Frankfurt HE Germany,city/town,http://www.wga.hu/art/f/fuseli/05nightx.jpg,painting,mythological,Swiss,1751-1800,Romanticism,/f/fuseli/05nightx
ABILDGAARD Nicolai,(b. 1743 Kbenhavn d. 1809 Frederiksdal),Adam and Eve,1780,Engraving,Nationalmuseum Stockholm,59.3284798,18.0785007,National Museum of Art Sweden,PointOfInterest,http://www.wga.hu/art/a/abildgaa/z_adamev.jpg,graphics,religious,Danish,1751-1800,Romanticism,/a/abildgaa/z_adamev
MAELLA Mariano Salvador de,(b. 1739 Valencia d. 1819 Madrid),Immaculate Conception,1781,OIl on canvas 142 x 74 cm,Museo del Prado Madrid,40.4138145,-3.6921949,Prado Museum Community of Madrid Spain,PointOfInterest,http://www.wga.hu/art/m/maella/immacula.jpg,painting,religious,Spanish,1751-1800,Neoclassicism,/m/maella/immacula
FUSELI John Henry,(b. 1741 Zurich d. 1825 London),Portrait of a Young Woman,1781,Oil on canvas 101 x 127 cm,Institute of Arts Detroit,42.3316803,-83.0479965,Detroit MI,city/town,http://www.wga.hu/art/f/fuseli/04portra.jpg,painting,portrait,Swiss,1751-1800,Romanticism,/f/fuseli/04portra
FUSELI John Henry,(b. 1741 Zurich d. 1825 London),The Nightmare,1781,Oil on canvas 101 x 127 cm,Institute of Arts Detroit,42.3316803,-83.0479965,Detroit MI,city/town,http://www.wga.hu/art/f/fuseli/05nightm.jpg,painting,other,Swiss,1751-1800,Romanticism,/f/fuseli/05nightm
DAVID Jacques-Louis,(b. 1748 Paris d. 1825 Bruxelles),Belisarius Receiving Alms,1781,Oil on canvas 288 x 312 cm,Muse des Beaux-Arts Lille,50.6371498,3.06283,Lille Nord France,city/town,http://www.wga.hu/art/d/david_j/1/109david.jpg,painting,historical,French,1801-1850,Neoclassicism,/d/david_j/1/109david
DAVID Jacques-Louis,(b. 1748 Paris d. 1825 Bruxelles),Count Potocki,1781,Oil on canvas 304 x 218 cm,Muzeum Narodowe Warsaw,52.2355804,21.0102692,Warsaw Poland,city/town,http://www.wga.hu/art/d/david_j/1/110david.jpg,painting,portrait,French,1801-1850,Neoclassicism,/d/david_j/1/110david
DAVID Jacques-Louis,(b. 1748 Paris d. 1825 Bruxelles),Christ on the Cross,1782,Oil on canvas 276 x 188 cm,Church of St Vincent Mcon,13.25,-61.2000008,St. Vincent St Vincent and the Grenadines,Island,http://www.wga.hu/art/d/david_j/1/112david.jpg,painting,religious,French,1801-1850,Neoclassicism,/d/david_j/1/112david
VALENCIENNES Pierre-Henri de,(b. 1750 Toulouse d. 1819 Paris),Study of Clouds over the Roman Campagna,Y1782,Oil on paper mounted on paperboard 20 x 33 cm,National Gallery of Art Washington,38.8913078,-77.0199585,National Gallery of Art DC,PointOfInterest,http://www.wga.hu/art/v/valencie/clouds.jpg,painting,study,French,1751-1800,Neoclassicism,/v/valencie/clouds
CONCA Tommaso,(b. 1734 Roma d. 1822 Roma),Ceiling vault,Y1782,Fresco,Musei Vaticani Rome,41.9012871,12.4879217,Gardens of Vatican City Laz. Italy,Park,http://www.wga.hu/art/c/conca_t/ceiling.jpg,painting,mythological,Italian,1751-1800,Neoclassicism,/c/conca_t/ceiling
DAVID Jacques-Louis,(b. 1748 Paris d. 1825 Bruxelles),Portrait of Jacques-Franois Desmaisons,1782,Oil on canvas 92 x 72 cm,Albright-Knox Art Gallery Buffalo,42.932457,-78.8756409,Albright-Knox Art Gallery NY,LandmarkBuilding,http://www.wga.hu/art/d/david_j/1/111david.jpg,painting,portrait,French,1801-1850,Neoclassicism,/d/david_j/1/111david
DAVID Jacques-Louis,(b. 1748 Paris d. 1825 Bruxelles),The Grief of Andromache,1782,Black chalk pen and ink with gray wash 290 x 246 mm,Muse du Petit Palais Paris,43.9510231,4.8065348,Musee Du Petit Palais Vaucluse France,Unknown,http://www.wga.hu/art/d/david_j/6/604david.jpg,graphics,study,French,1801-1850,Neoclassicism,/d/david_j/6/604david
PEYRON Jean-Franois-Pierre,(b. 1744 Aix-en-Provence d. 1814 Paris),The Funeral of Miltiades,1782,Oil on canvas 98 x 136 cm,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/p/peyron/miltiade.jpg,painting,historical,French,1751-1800,Neoclassicism,/p/peyron/miltiade
VALENCIENNES Pierre-Henri de,(b. 1750 Toulouse d. 1819 Paris),View of Rome in the Morning,Y1782,Oil on paper laid on board 18 x 25 cm,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/v/valencie/viewrome.jpg,painting,landscape,French,1751-1800,Neoclassicism,/v/valencie/viewrome
TISCHBEIN Johann Friedrich August,(b. 1750 Maastricht d. 1812 Heidelberg),Portrait of the Saltykov Family,1782,Oil on canvas 115 x 147 cm,The Hermitage St. Petersburg,59.9331818,30.3060398,St Petersburg Russia,city/town,http://www.wga.hu/art/t/tischbei/friedric/saltykov.jpg,painting,portrait,German,1751-1800,Neoclassicism,/t/tischbei/friedric/saltykov
GOYA Y LUCIENTES Francisco de,(b. 1746 Fuendetodos d. 1828 Bordeaux),The Count of Floridablanca,1783,Oil on canvas 262 x 166 cm,Banco Urquijo Madrid,40.4202805,-3.70577,Madrid Community of Madrid Spain,city/town,http://www.wga.hu/art/g/goya/2/202goya.jpg,painting,portrait,Spanish,1801-1850,Romanticism,/g/goya/2/202goya
DAVID Jacques-Louis,(b. 1748 Paris d. 1825 Bruxelles),Portrait of Doctor Alphonse Leroy,1783,Oil on canvas 72 x 91 cm,Muse Fabre Montpellier,43.6119995,3.8800001,Musee Fabre Hrault France,Museum,http://www.wga.hu/art/d/david_j/1/114david.jpg,painting,portrait,French,1801-1850,Neoclassicism,/d/david_j/1/114david
GOYA Y LUCIENTES Francisco de,(b. 1746 Fuendetodos d. 1828 Bordeaux),Portrait of Mara Teresa de Vallabriga on Horseback,1783,Oil on canvas 82 5 x 61 7 cm,Galleria degli Uffizi Florence,43.7689171,11.255928,Palazzo degli Uffizi Tosc. Italy,TouristStructure,http://www.wga.hu/art/g/goya/2/201goya.jpg,painting,portrait,Spanish,1801-1850,Romanticism,/g/goya/2/201goya
GOYA Y LUCIENTES Francisco de,(b. 1746 Fuendetodos d. 1828 Bordeaux),The Family of the Infante Don Luis,1783,Oil on canvas 248 x 330 cm,Fondazione Magnani Rocca Mamiano di Traversetolo,44.6403885,10.38379,Traversetolo Em.Rom. Italy,city/town,http://www.wga.hu/art/g/goya/2/203goya.jpg,painting,portrait,Spanish,1801-1850,Romanticism,/g/goya/2/203goya
DAVID Jacques-Louis,(b. 1748 Paris d. 1825 Bruxelles),Andromache Mourning Hector,1783,Oil on canvas 275 x 203 cm,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/d/david_j/1/113david.jpg,painting,mythological,French,1801-1850,Neoclassicism,/d/david_j/1/113david
HAMILTON Gavin,(b. 1723 Lanark d. 1798 Roma),The Abduction of Helen,1784,Oil on canvas 306 x 367 cm,Museo di Roma Rome,41.9032211,12.4956503,Rome Laz. Italy,city/town,http://www.wga.hu/art/h/hamilton/helen.jpg,painting,mythological,Scottish,1751-1800,Neoclassicism,/h/hamilton/helen
DAVID Jacques-Louis,(b. 1748 Paris d. 1825 Bruxelles),The Oath of the Horatii,1784,Oil on canvas 330 x 425 cm,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/d/david_j/2/200david.jpg,painting,historical,French,1801-1850,Neoclassicism,/d/david_j/2/200david
DAVID Jacques-Louis,(b. 1748 Paris d. 1825 Bruxelles),The Oath of the Horatii,1784,Oil on canvas 330 x 425 cm,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/d/david_j/2/201david.jpg,painting,historical,French,1801-1850,Neoclassicism,/d/david_j/2/201david
DAVID Jacques-Louis,(b. 1748 Paris d. 1825 Bruxelles),The Oath of the Horatii (detail),1784,Oil on canvas,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/d/david_j/2/2021davi.jpg,painting,historical,French,1801-1850,Neoclassicism,/d/david_j/2/2021davi
DAVID Jacques-Louis,(b. 1748 Paris d. 1825 Bruxelles),The Oath of the Horatii (detail),1784,Oil on canvas,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/d/david_j/2/202david.jpg,painting,historical,French,1801-1850,Neoclassicism,/d/david_j/2/202david
DAVID Jacques-Louis,(b. 1748 Paris d. 1825 Bruxelles),The Oath of the Horatii (detail),1784,Oil on canvas,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/d/david_j/2/203david.jpg,painting,historical,French,1801-1850,Neoclassicism,/d/david_j/2/203david
DROUAIS Jean-Germain,(b. 1763 Paris d. 1788 Roma),The Woman of Canaan at the Feet of Christ,1784,Oil on canvas 114 x 146 cm,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/d/drouais/jeangerm/canaan.jpg,painting,religious,French,1751-1800,Neoclassicism,/d/drouais/jeangerm/canaan
FUSELI John Henry,(b. 1741 Zurich d. 1825 London),Lady Macbeth,1784,Oil on canvas 221 x 160 cm,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/f/fuseli/06macbet.jpg,painting,other,Swiss,1751-1800,Romanticism,/f/fuseli/06macbet
HOARE Prince,(b. 1755 Bath d. 1834 Brighton),George Fulke Lyttelton,1784,Oil on canvas 76 x 64 cm,National Trust Stourhead,51.1061096,-2.3177781,Stourhead United Kingdom,LandmarkBuilding,http://www.wga.hu/art/h/hoare/prince/lyttelto.jpg,painting,portrait,English,1751-1800,Neoclassicism,/h/hoare/prince/lyttelto
REGNAULT Jean-Baptiste,(b. 1754 Paris d. 1829 Paris),The Origin of Painting: Dibutades Tracing the Portrait of a Shepherd,1785,Oil on canvas 120 x 140 cm,Muse National du Chteau Versailles,38.7341385,41.4906387,Mu Turkey,city/town,http://www.wga.hu/art/r/regnault/1dibutad.jpg,painting,mythological,French,1751-1800,Neoclassicism,/r/regnault/1dibutad
DAVID Jacques-Louis,(b. 1748 Paris d. 1825 Bruxelles),The Three Horatii Brothers,1785,Black chalk wash and white highlights 580 x 450 mm,Muse Bonnat Bayonne,40.6687317,-74.1174927,Bayonne NJ,city/town,http://www.wga.hu/art/d/david_j/6/605david.jpg,graphics,study,French,1801-1850,Neoclassicism,/d/david_j/6/605david
HAMILTON Gavin,(b. 1723 Lanark d. 1798 Roma),Venus Presenting Helen to Paris,1785,Oil on canvas 306 x 259 cm,Museo di Roma Rome,41.9032211,12.4956503,Rome Laz. Italy,city/town,http://www.wga.hu/art/h/hamilton/venus.jpg,painting,mythological,Scottish,1751-1800,Neoclassicism,/h/hamilton/venus
FUSELI John Henry,(b. 1741 Zurich d. 1825 London),Gertrude Hamlet and the Ghost of Hamlet's Father,1785,Oil on canvas 165 x 133 cm,Fondazione Magnani Rocca Mamiano di Traversetolo,44.6403885,10.38379,Traversetolo Em.Rom. Italy,city/town,http://www.wga.hu/art/f/fuseli/06hamlet.jpg,painting,other,Swiss,1751-1800,Romanticism,/f/fuseli/06hamlet
GOYA Y LUCIENTES Francisco de,(b. 1746 Fuendetodos d. 1828 Bordeaux),Portrait of the Wife of Juan Agustn Cen Bermdez,1785,Oil on canvas 121 x 84 5 cm,Szpmvszeti Mzeum Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/g/goya/2/204goya.jpg,painting,portrait,Spanish,1801-1850,Romanticism,/g/goya/2/204goya
GOYA Y LUCIENTES Francisco de,(b. 1746 Fuendetodos d. 1828 Bordeaux),Portrait of the Wife of Juan Agustn Cen Bermdez (detail),1785,Oil on canvas,Szpmvszeti Mzeum Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/g/goya/2/205goya.jpg,painting,portrait,Spanish,1801-1850,Romanticism,/g/goya/2/205goya
MAURER Hubert,(b. 1738 Rttchen d. 1818 Wien),Odysseus with Circe,1785,Oil on canvas 107 x 54 cm,Akademie der bildenden Knste Vienna,48.2084274,16.377821,Vienna,state/province,http://www.wga.hu/art/m/maurer/odysseus.jpg,painting,mythological,Austrian,1751-1800,Neoclassicism,/m/maurer/odysseus
PEYRON Jean-Franois-Pierre,(b. 1744 Aix-en-Provence d. 1814 Paris),Alceste mourante,1785,Oil on canvas 327 x 325 cm,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/p/peyron/alceste.jpg,painting,historical,French,1751-1800,Neoclassicism,/p/peyron/alceste
BOILLY Louis Lopold,(b. 1761 La Bass d. 1845 Paris),Painter,1785,Oil on canvas 41 x 32 cm,The Hermitage St. Petersburg,59.9331818,30.3060398,St Petersburg Russia,city/town,http://www.wga.hu/art/b/boilly/painter.jpg,painting,portrait,French,1751-1800,Romanticism,/b/boilly/painter
GOYA Y LUCIENTES Francisco de,(b. 1746 Fuendetodos d. 1828 Bordeaux),Marqueza Pontejos,1786,Oil on canvas 212 x 126 cm,National Gallery of Art Washington,38.8913078,-77.0199585,National Gallery of Art DC,PointOfInterest,http://www.wga.hu/art/g/goya/2/206goya.jpg,painting,portrait,Spanish,1801-1850,Romanticism,/g/goya/2/206goya
GOYA Y LUCIENTES Francisco de,(b. 1746 Fuendetodos d. 1828 Bordeaux),The Injured Mason,Y1786,Oil on canvas 268 x 110 cm,Museo del Prado Madrid,40.4138145,-3.6921949,Prado Museum Community of Madrid Spain,PointOfInterest,http://www.wga.hu/art/g/goya/2/208goya.jpg,tapestry,genre,Spanish,1801-1850,Romanticism,/g/goya/2/208goya
GOYA Y LUCIENTES Francisco de,(b. 1746 Fuendetodos d. 1828 Bordeaux),The Snowstorm,Y1786,Oil on canvas 275 x 293 cm,Museo del Prado Madrid,40.4138145,-3.6921949,Prado Museum Community of Madrid Spain,PointOfInterest,http://www.wga.hu/art/g/goya/2/207goya.jpg,tapestry,genre,Spanish,1801-1850,Romanticism,/g/goya/2/207goya
GOYA Y LUCIENTES Francisco de,(b. 1746 Fuendetodos d. 1828 Bordeaux),Charles III in Hunting Costume,Y1786,Oil on canvas 210 x 127 cm,Del Arco Collection Madrid,40.4202805,-3.70577,Madrid Community of Madrid Spain,city/town,http://www.wga.hu/art/g/goya/2/211goya.jpg,painting,portrait,Spanish,1801-1850,Romanticism,/g/goya/2/211goya
DAVID Jacques-Louis,(b. 1748 Paris d. 1825 Bruxelles),Portrait of Philippe-Laurent de Joubert,1786,Oil on canvas 127 x 96 cm,Muse Fabre Montpellier,43.6119995,3.8800001,Musee Fabre Hrault France,Museum,http://www.wga.hu/art/d/david_j/2/2041davi.jpg,painting,portrait,French,1801-1850,Neoclassicism,/d/david_j/2/2041davi
DROUAIS Jean-Germain,(b. 1763 Paris d. 1788 Roma),Marius at Minturnae,1786,Oil on canvas 271 x 365 cm,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/d/drouais/jeangerm/marius.jpg,painting,historical,French,1751-1800,Neoclassicism,/d/drouais/jeangerm/marius
TISCHBEIN Johann Heinrich Wilhelm,(b. 1751 Haina d. 1829 Eutin),Goethe in the Roman Campagna,1786,Oil on canvas 164 x 206 cm,Stdelsches Kunstinstitut Frankfurt,50.1120796,8.6834097,Frankfurt HE Germany,city/town,http://www.wga.hu/art/t/tischbei/wilhelm/goethe.jpg,painting,portrait,German,1751-1800,Neoclassicism,/t/tischbei/wilhelm/goethe
BROWN Mather,(b. 1761 Boston d. 1831 London),William Vans Murray,1787,Oil on canvas 76 x 64 cm,National Gallery of Art Washington,38.8913078,-77.0199585,National Gallery of Art DC,PointOfInterest,http://www.wga.hu/art/b/brown_ma/murray.jpg,painting,portrait,American,1801-1850,Neoclassicism,/b/brown_ma/murray
DAVID Jacques-Louis,(b. 1748 Paris d. 1825 Bruxelles),The Death of Socrates,1787,Oil on canvas 130 x 196 cm,Metropolitan Museum of Art New York,40.7793121,-73.9633408,The Metropolitan Museum Of Art NY,PointOfInterest,http://www.wga.hu/art/d/david_j/2/205david.jpg,painting,historical,French,1801-1850,Neoclassicism,/d/david_j/2/205david
ROLAND DE LA PORTE Henri-Horace,(b. ca. 1724 Paris d. 1793 Paris),Still-Life with a Carafe of Barley Wine,1787,Oil on canvas 37 x 46 cm,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/r/roland/stillife.jpg,painting,still-life,French,1751-1800,Neoclassicism,/r/roland/stillife
VALENCIENNES Pierre-Henri de,(b. 1750 Toulouse d. 1819 Paris),The Ancient City of Agrigento,1787,Oil on canvas 110 x 164 cm,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/v/valencie/agrigent.jpg,painting,landscape,French,1751-1800,Neoclassicism,/v/valencie/agrigent
PEYRON Jean-Franois-Pierre,(b. 1744 Aix-en-Provence d. 1814 Paris),The Death of Socrates,1787,Oil on canvas 98 x 133 cm,Statens Museum for Kunst Copenhagen,55.6765289,12.5819702,Copenhagen Denmark,city/town,http://www.wga.hu/art/p/peyron/socrates.jpg,painting,historical,French,1751-1800,Neoclassicism,/p/peyron/socrates
BIDAULD Jean-Joseph-Xavier,(b. 1758 Carpentras d. 1846 Montmorency),View of the Waterfalls at Tivoli,1788,Oil on paper on canvas 51 x 38 cm,National Gallery of Art Washington,38.8913078,-77.0199585,National Gallery of Art DC,PointOfInterest,http://www.wga.hu/art/b/bidauld/viewtivo.jpg,painting,landscape,French,1751-1800,Neoclassicism,/b/bidauld/viewtivo
GOYA Y LUCIENTES Francisco de,(b. 1746 Fuendetodos d. 1828 Bordeaux),Blind Man's Buff,Y1788,Oil on canvas 269 x 350 cm,Museo del Prado Madrid,40.4138145,-3.6921949,Prado Museum Community of Madrid Spain,PointOfInterest,http://www.wga.hu/art/g/goya/2/217goya.jpg,tapestry,genre,Spanish,1801-1850,Romanticism,/g/goya/2/217goya
GOYA Y LUCIENTES Francisco de,(b. 1746 Fuendetodos d. 1828 Bordeaux),Pilgrimage to the Church of San Isidro,1788,Oil on canvas 42 x 44 cm,Museo del Prado Madrid,40.4138145,-3.6921949,Prado Museum Community of Madrid Spain,PointOfInterest,http://www.wga.hu/art/g/goya/2/213goya.jpg,painting,genre,Spanish,1801-1850,Romanticism,/g/goya/2/213goya
GOYA Y LUCIENTES Francisco de,(b. 1746 Fuendetodos d. 1828 Bordeaux),The Family of the Duke of Osuna,1788,Oil on canvas 225 x 174 cm,Museo del Prado Madrid,40.4138145,-3.6921949,Prado Museum Community of Madrid Spain,PointOfInterest,http://www.wga.hu/art/g/goya/2/215goya.jpg,painting,portrait,Spanish,1801-1850,Romanticism,/g/goya/2/215goya
GOYA Y LUCIENTES Francisco de,(b. 1746 Fuendetodos d. 1828 Bordeaux),The Meadow of San Isidro on his Feast Day,1788,Oil on canvas 44 x 94 cm,Museo del Prado Madrid,40.4138145,-3.6921949,Prado Museum Community of Madrid Spain,PointOfInterest,http://www.wga.hu/art/g/goya/2/212goya.jpg,painting,landscape,Spanish,1801-1850,Romanticism,/g/goya/2/212goya
DAVID Jacques-Louis,(b. 1748 Paris d. 1825 Bruxelles),Portrait of Antoine-Laurent and Marie-Anne Lavoisier,1788,Oil on canvas 256 x 195 cm,Metropolitan Museum of Art New York,40.7793121,-73.9633408,The Metropolitan Museum Of Art NY,PointOfInterest,http://www.wga.hu/art/d/david_j/2/206david.jpg,painting,portrait,French,1801-1850,Neoclassicism,/d/david_j/2/206david
DAVID Jacques-Louis,(b. 1748 Paris d. 1825 Bruxelles),Portrait of Antoine-Laurent and Marie-Anne Lavoisier (detail),1788,Oil on canvas,Metropolitan Museum of Art New York,40.7793121,-73.9633408,The Metropolitan Museum Of Art NY,PointOfInterest,http://www.wga.hu/art/d/david_j/2/207david.jpg,painting,portrait,French,1801-1850,Neoclassicism,/d/david_j/2/207david
GOYA Y LUCIENTES Francisco de,(b. 1746 Fuendetodos d. 1828 Bordeaux),Don Manuel Osorio Manrique de Zuiga,1788,Oil on canvas 127 x 101 cm,Metropolitan Museum of Art New York,40.7793121,-73.9633408,The Metropolitan Museum Of Art NY,PointOfInterest,http://www.wga.hu/art/g/goya/2/214goya.jpg,painting,portrait,Spanish,1801-1850,Romanticism,/g/goya/2/214goya
PEYRON Jean-Franois-Pierre,(b. 1744 Aix-en-Provence d. 1814 Paris),The Death of Socrates,1788,Oil on canvas 99 x 136 cm,Joslyn Art Museum Omaha,41.2607422,-95.9455795,Joslyn Art Museum NE,PointOfInterest,http://www.wga.hu/art/p/peyron/socratex.jpg,painting,historical,French,1751-1800,Neoclassicism,/p/peyron/socratex
DAVID Jacques-Louis,(b. 1748 Paris d. 1825 Bruxelles),The Loves of Paris and Helen,1788,Oil on canvas 144 x 180 cm,Muse du Louvre Paris,48.8610878,2.3357501,Louvre Paris France,TouristStructure,http://www.wga.hu/art/d/david_j/2/204david.jpg,painting,mythological,French,1801-1850,Neoclassicism,/d/david_j/2/204david
GOYA Y LUCIENTES Francisco de,(b. 1746 Fuendetodos d. 1828 Bordeaux),Picnic,1788,Oil on canvas 41x 26 cm,National Gallery London,51.5083351,-0.128056,National Gallery United Kingdom,BusinessStructure,http://www.wga.hu/art/g/goya/2/216goya.jpg,tapestry,genre,Spanish,1801-1850,Romanticism,/g/goya/2/216goya
